encounter_id,user_id,starts_at,ends_at,platform,saw_verification_timestamp,start_veritifcation_timestamp,confirmed_selfie_timestamp,verification_confirmed_timestamp
Encounter:148576,User:477828,2020-09-14 0:10:07,2020-09-14 1:55:13,web,2020-09-14 1:31:18,2020-09-14 1:32:15,2020-09-14 1:33:10,2020-09-14 1:34:55
Encounter:148702,User:477886,2020-09-14 18:03:22,2020-09-14 19:18:53,web,2020-09-14 18:47:53,2020-09-14 18:48:05,2020-09-14 18:50:20,2020-09-14 18:51:58
Encounter:148702,User:477886,2020-09-14 18:03:22,2020-09-14 19:18:53,web,2020-09-14 18:47:53,2020-09-14 18:48:05,2020-09-14 18:50:20,2020-09-14 18:51:58
Encounter:152697,User:479751,2020-10-10 23:46:49,2020-10-11 0:29:25,web,2020-10-11 0:12:28,2020-10-11 0:15:09,2020-10-11 0:15:43,2020-10-11 0:16:41
Encounter:151935,User:479322,2020-10-06 15:57:11,2020-10-06 17:48:15,web,2020-10-06 16:58:07,2020-10-06 16:58:13,2020-10-06 16:59:45,2020-10-06 17:00:34
Encounter:152516,User:479645,2020-10-09 21:37:24,2020-10-09 23:18:21,android,2020-10-09 22:50:51,2020-10-09 22:52:48,2020-10-09 22:55:27,2020-10-09 22:56:15
Encounter:149425,User:478235,2020-09-19 1:03:22,2020-09-19 2:14:50,ios,2020-09-19 1:54:10,2020-09-19 1:55:09,2020-09-19 1:58:40,2020-09-19 2:02:56
Encounter:141293,User:474611,2020-08-03 15:49:34,2020-08-03 17:51:37,web,2020-08-03 16:55:11,2020-08-03 16:55:36,2020-08-03 16:56:58,2020-08-03 16:58:06
Encounter:141784,User:474833,2020-08-06 20:12:56,2020-08-06 21:33:49,ios,2020-08-06 21:05:41,2020-08-06 21:05:58,2020-08-06 21:06:42,2020-08-06 21:07:18
Encounter:142097,User:474949,2020-08-09 3:10:29,2020-08-09 3:55:12,web,2020-08-09 3:38:45,2020-08-09 3:39:02,2020-08-09 3:39:47,2020-08-09 3:40:14
Encounter:142288,User:475025,2020-08-10 17:35:55,2020-08-10 18:52:00,web,2020-08-10 17:58:44,2020-08-10 17:59:40,2020-08-10 18:00:57,2020-08-10 18:01:42
Encounter:143597,User:475611,2020-08-18 7:11:43,2020-08-18 18:59:10,web,2020-08-18 8:09:38,2020-08-18 8:19:11,2020-08-18 8:19:49,2020-08-18 8:21:29
Encounter:143597,User:475611,2020-08-18 7:11:43,2020-08-18 18:59:10,web,2020-08-18 8:09:38,2020-08-18 8:19:11,2020-08-18 8:19:49,2020-08-18 8:21:29
Encounter:143853,User:475712,2020-08-19 19:00:14,2020-08-19 20:23:22,web,2020-08-19 20:00:03,2020-08-19 20:00:29,2020-08-19 20:00:59,2020-08-19 20:02:02
Encounter:146984,User:477094,2020-09-05 21:14:25,2020-09-05 23:35:12,web,2020-09-05 22:17:42,2020-09-05 22:17:52,2020-09-05 22:18:49,2020-09-05 22:19:21
Encounter:147177,User:369671,2020-09-06 18:44:08,2020-09-06 22:03:33,ios,2020-09-06 20:42:51,2020-09-06 20:44:06,2020-09-06 20:44:33,2020-09-06 20:44:51
Encounter:147514,User:475776,2020-09-08 7:41:31,2020-09-08 19:18:16,ios,2020-09-08 19:07:12,2020-09-08 19:07:19,2020-09-08 19:08:33,2020-09-08 19:09:38
Encounter:147645,User:477391,2020-09-08 23:01:26,2020-09-09 0:37:30,web,2020-09-08 23:35:02,2020-09-08 23:35:08,2020-09-08 23:35:43,2020-09-08 23:37:02
Encounter:147804,User:477482,2020-09-09 20:52:22,2020-09-09 22:04:18,web,2020-09-09 21:39:19,2020-09-09 21:39:39,2020-09-09 21:41:53,2020-09-09 21:43:09
Encounter:148086,User:477612,2020-09-11 1:20:33,2020-09-11 2:15:20,web,2020-09-11 2:00:02,2020-09-11 2:01:08,2020-09-11 2:01:33,2020-09-11 2:02:16
Encounter:148232,User:477668,2020-09-11 22:31:47,2020-09-12 1:34:33,web,2020-09-12 1:10:35,2020-09-12 1:10:48,2020-09-12 1:15:22,2020-09-12 1:16:02
Encounter:151985,User:479348,2020-10-06 21:04:56,2020-10-06 23:10:36,web,2020-10-06 22:31:02,2020-10-06 22:31:47,2020-10-06 22:36:58,2020-10-06 22:38:38
Encounter:151269,User:478947,2020-10-02 1:43:08,2020-10-02 4:21:30,ios,2020-10-02 2:22:14,2020-10-02 2:22:25,2020-10-02 3:08:18,2020-10-02 3:10:55
Encounter:151269,User:478947,2020-10-02 1:43:08,2020-10-02 4:21:30,ios,2020-10-02 2:22:14,2020-10-02 2:22:25,2020-10-02 3:08:18,2020-10-02 3:10:55
Encounter:144975,User:476197,2020-08-26 3:59:58,2020-08-26 18:02:22,ios,2020-08-26 4:54:17,2020-08-26 5:01:02,2020-08-26 4:59:14,2020-08-26 5:04:34
Encounter:149135,User:478081,2020-09-17 3:26:14,2020-09-17 4:32:55,web,2020-09-17 3:50:22,2020-09-17 3:50:33,2020-09-17 3:51:32,2020-09-17 3:57:30
Encounter:150207,User:478525,2020-09-24 17:25:57,2020-09-24 19:14:09,web,2020-09-24 17:56:40,2020-09-24 18:10:12,2020-09-24 18:10:56,2020-09-24 18:12:45
Encounter:141359,User:474645,2020-08-04 1:57:41,2020-08-04 3:37:40,ios,2020-08-04 3:03:19,2020-08-04 3:03:26,2020-08-04 3:04:53,2020-08-04 3:07:30
Encounter:142102,User:474952,2020-08-09 3:26:34,2020-08-09 4:38:25,web,2020-08-09 3:55:38,2020-08-09 3:55:54,2020-08-09 4:07:13,2020-08-09 4:09:24
Encounter:142300,User:475008,2020-08-10 19:06:59,2020-08-10 20:14:22,web,2020-08-10 19:17:31,2020-08-10 19:27:18,2020-08-10 19:30:00,2020-08-10 19:30:28
Encounter:143215,User:475446,2020-08-16 5:12:01,2020-08-16 18:00:02,web,2020-08-16 16:20:45,2020-08-16 16:42:19,2020-08-16 16:44:30,2020-08-16 16:47:06
Encounter:143515,User:475574,2020-08-17 22:19:30,2020-08-17 23:34:55,web,2020-08-17 23:09:07,2020-08-17 23:11:47,2020-08-17 23:13:06,2020-08-17 23:15:30
Encounter:143515,User:475574,2020-08-17 22:19:30,2020-08-17 23:34:55,web,2020-08-17 23:11:40,2020-08-17 23:09:32,2020-08-17 23:13:06,2020-08-17 23:15:30
Encounter:143720,User:475658,2020-08-19 1:56:01,2020-08-19 3:28:53,web,2020-08-19 2:46:47,2020-08-19 2:49:32,2020-08-19 2:49:57,2020-08-19 2:51:02
Encounter:144808,User:476126,2020-08-25 15:41:49,2020-08-25 18:51:05,web,2020-08-25 17:13:33,2020-08-25 17:16:25,2020-08-25 17:18:02,2020-08-25 17:18:34
Encounter:144820,User:476131,2020-08-25 16:49:19,2020-08-25 18:56:28,web,2020-08-25 17:23:28,2020-08-25 17:25:21,2020-08-25 17:26:10,2020-08-25 17:27:03
Encounter:144845,User:476142,2020-08-25 19:40:36,2020-08-25 22:05:19,web,2020-08-25 21:02:24,2020-08-25 21:02:35,2020-08-25 21:03:56,2020-08-25 21:08:53
Encounter:145494,User:476441,2020-08-28 23:17:52,2020-08-29 0:26:06,web,2020-08-28 23:45:04,2020-08-28 23:45:56,2020-08-28 23:47:19,2020-08-28 23:48:11
Encounter:146095,User:476697,2020-09-01 3:12:59,2020-09-01 18:31:03,android,2020-09-01 4:41:10,2020-09-01 4:46:35,2020-09-01 4:47:27,2020-09-01 4:50:05
Encounter:146458,User:476854,2020-09-02 22:46:03,2020-09-02 23:50:44,web,2020-09-02 23:11:43,2020-09-02 23:16:55,2020-09-02 23:17:46,2020-09-02 23:19:21
Encounter:146660,User:476948,2020-09-03 23:28:45,2020-09-04 2:39:31,web,2020-09-04 1:51:46,2020-09-04 1:51:58,2020-09-04 1:54:33,2020-09-04 1:56:30
Encounter:146952,User:477079,2020-09-05 17:54:14,2020-09-05 21:32:38,web,2020-09-05 21:11:27,2020-09-05 21:11:40,2020-09-05 21:12:32,2020-09-05 21:13:12
Encounter:147993,User:477575,2020-09-10 14:48:57,2020-09-10 18:07:25,web,2020-09-10 15:46:29,2020-09-10 15:48:09,2020-09-10 15:48:59,2020-09-10 15:50:11
Encounter:148545,User:477817,2020-09-13 20:12:22,2020-09-13 23:13:10,web,2020-09-13 21:52:18,2020-09-13 21:52:30,2020-09-13 21:53:00,2020-09-13 21:53:28
Encounter:148545,User:477817,2020-09-13 20:12:22,2020-09-13 23:13:10,web,2020-09-13 21:52:18,2020-09-13 21:52:30,2020-09-13 21:53:00,2020-09-13 21:53:28
Encounter:149490,User:478262,2020-09-19 8:40:23,2020-09-19 19:39:07,web,2020-09-19 9:42:52,2020-09-19 9:43:06,2020-09-19 9:44:20,2020-09-19 9:45:33
Encounter:150632,User:478699,2020-09-27 18:03:45,2020-09-27 19:41:35,web,2020-09-27 18:52:16,2020-09-27 19:01:24,2020-09-27 19:03:43,2020-09-27 19:05:27
Encounter:141179,User:474566,2020-08-02 21:54:53,2020-08-02 23:45:56,web,2020-08-02 23:10:25,2020-08-02 23:11:03,2020-08-02 23:14:01,2020-08-02 23:14:48
Encounter:142698,User:475209,2020-08-13 1:19:07,2020-08-13 3:44:25,ios,2020-08-13 2:58:41,2020-08-13 3:02:07,2020-08-13 3:02:52,2020-08-13 3:10:17
Encounter:143116,User:475400,2020-08-15 17:49:19,2020-08-15 19:13:38,web,2020-08-15 18:16:17,2020-08-15 18:16:35,2020-08-15 18:17:20,2020-08-15 18:17:57
Encounter:143312,User:475490,2020-08-16 22:00:42,2020-08-17 0:08:18,web,2020-08-16 23:21:34,2020-08-16 23:22:20,2020-08-16 23:23:17,2020-08-16 23:29:56
Encounter:143597,User:475611,2020-08-18 7:11:43,2020-08-18 18:59:10,web,2020-08-18 8:09:38,2020-08-18 8:19:11,2020-08-18 8:19:49,2020-08-18 8:21:29
Encounter:144975,User:476197,2020-08-26 3:59:58,2020-08-26 18:02:22,ios,2020-08-26 5:00:28,2020-08-26 4:55:11,2020-08-26 5:02:30,2020-08-26 5:04:34
Encounter:146307,User:476793,2020-09-02 2:18:10,2020-09-02 4:56:12,web,2020-09-02 4:08:44,2020-09-02 4:09:26,2020-09-02 4:12:35,2020-09-02 4:13:15
Encounter:146984,User:477094,2020-09-05 21:14:25,2020-09-05 23:35:12,web,2020-09-05 22:17:42,2020-09-05 22:17:52,2020-09-05 22:18:49,2020-09-05 22:19:21
Encounter:147643,User:477388,2020-09-08 22:54:10,2020-09-09 2:20:11,web,2020-09-09 0:55:52,2020-09-09 0:55:59,2020-09-09 0:56:49,2020-09-09 0:58:22
Encounter:148691,User:477883,2020-09-14 17:33:12,2020-09-14 21:12:39,web,2020-09-14 20:19:57,2020-09-14 20:21:05,2020-09-14 20:22:16,2020-09-14 20:23:59
Encounter:149055,User:478059,2020-09-16 19:14:34,2020-09-16 23:05:33,web,2020-09-16 22:54:15,2020-09-16 22:55:07,2020-09-16 22:57:47,2020-09-16 22:58:18
Encounter:150532,User:478660,2020-09-26 23:56:39,2020-09-27 0:40:23,web,2020-09-27 0:19:18,2020-09-27 0:19:34,2020-09-27 0:20:15,2020-09-27 0:22:07
Encounter:152154,User:479440,2020-10-07 20:27:49,2020-10-07 21:45:04,web,2020-10-07 21:05:37,2020-10-07 21:06:13,2020-10-07 21:07:03,2020-10-07 21:07:47
Encounter:150936,User:478812,2020-09-29 20:58:23,2020-09-29 22:30:01,ios,2020-09-29 21:48:30,2020-09-29 21:48:35,2020-09-29 21:50:23,2020-09-29 21:51:59
Encounter:150207,User:478525,2020-09-24 17:25:57,2020-09-24 19:14:09,web,2020-09-24 18:07:25,2020-09-24 17:58:06,2020-09-24 18:10:56,2020-09-24 18:12:45
Encounter:152036,User:479379,2020-10-07 3:51:22,2020-10-08 2:27:41,web,2020-10-07 4:58:27,2020-10-07 4:58:59,2020-10-07 5:00:21,2020-10-07 5:01:33
Encounter:140913,User:474467,2020-07-31 22:40:44,2020-08-01 0:02:00,ios,2020-07-31 23:46:53,2020-07-31 23:47:15,2020-07-31 23:47:37,2020-07-31 23:48:08
Encounter:141310,User:474619,2020-08-03 17:43:43,2020-08-03 18:51:00,ios,2020-08-03 18:11:58,2020-08-03 18:14:36,2020-08-03 18:15:06,2020-08-03 18:15:35
Encounter:141359,User:474645,2020-08-04 1:57:41,2020-08-04 3:37:40,ios,2020-08-04 3:03:19,2020-08-04 3:03:26,2020-08-04 3:04:53,2020-08-04 3:07:30
Encounter:142376,User:475065,2020-08-11 5:41:52,2020-08-11 17:50:51,web,2020-08-11 6:46:28,2020-08-11 17:39:47,2020-08-11 17:42:25,2020-08-11 17:43:27
Encounter:143129,User:475405,2020-08-15 19:09:14,2020-08-15 21:47:18,web,2020-08-15 20:53:38,2020-08-15 20:53:50,2020-08-15 20:54:40,2020-08-15 20:55:12
Encounter:143720,User:475658,2020-08-19 1:56:01,2020-08-19 3:28:53,web,2020-08-19 2:46:47,2020-08-19 2:47:53,2020-08-19 2:49:57,2020-08-19 2:51:02
Encounter:143889,User:475720,2020-08-19 22:01:53,2020-08-19 23:28:55,web,2020-08-19 22:57:57,2020-08-19 22:58:08,2020-08-19 23:00:59,2020-08-19 23:02:25
Encounter:145612,User:476482,2020-08-29 18:02:56,2020-08-29 19:50:14,web,2020-08-29 18:47:02,2020-08-29 18:47:17,2020-08-29 18:47:50,2020-08-29 18:48:34
Encounter:146303,User:476792,2020-09-02 2:05:13,2020-09-02 3:20:13,web,2020-09-02 2:48:00,2020-09-02 2:48:27,2020-09-02 2:50:03,2020-09-02 2:52:12
Encounter:146397,User:476836,2020-09-02 16:32:27,2020-09-02 18:49:09,ios,2020-09-02 18:05:00,2020-09-02 18:06:48,2020-09-02 18:07:34,2020-09-02 18:08:41
Encounter:146664,User:476949,2020-09-04 0:14:25,2020-09-04 2:30:30,web,2020-09-04 1:28:10,2020-09-04 1:30:11,2020-09-04 1:30:52,2020-09-04 1:31:44
Encounter:146802,User:477020,2020-09-04 22:14:50,2020-09-05 0:31:37,web,2020-09-04 23:40:42,2020-09-04 23:41:30,2020-09-04 23:42:16,2020-09-04 23:43:31
Encounter:146834,User:477037,2020-09-05 0:57:34,2020-09-05 3:01:42,web,2020-09-05 2:40:24,2020-09-05 2:47:32,2020-09-05 2:49:03,2020-09-05 2:50:19
Encounter:147484,User:477300,2020-09-08 3:56:20,2020-09-08 17:40:20,web,2020-09-08 4:53:00,2020-09-08 4:55:11,2020-09-08 5:02:45,2020-09-08 5:05:49
Encounter:147814,User:477488,2020-09-09 21:19:08,2020-09-09 22:45:21,ios,2020-09-09 22:13:59,2020-09-09 22:14:13,2020-09-09 22:15:50,2020-09-09 22:16:35
Encounter:147993,User:477575,2020-09-10 14:48:57,2020-09-10 18:07:25,web,2020-09-10 15:45:49,2020-09-10 15:48:09,2020-09-10 15:48:59,2020-09-10 15:50:11
Encounter:149231,User:478132,2020-09-17 18:51:13,2020-09-17 23:34:28,web,2020-09-17 23:12:59,2020-09-17 23:18:16,2020-09-17 23:19:27,2020-09-17 23:20:56
Encounter:141174,User:474562,2020-08-02 21:24:39,2020-08-03 0:33:45,ios,2020-08-02 23:23:35,2020-08-02 23:26:57,2020-08-02 23:34:19,2020-08-02 23:35:53
Encounter:141293,User:474611,2020-08-03 15:49:34,2020-08-03 17:51:37,web,2020-08-03 16:55:11,2020-08-03 16:55:36,2020-08-03 16:56:58,2020-08-03 16:58:06
Encounter:141335,User:474630,2020-08-03 22:00:37,2020-08-04 2:41:13,ios,2020-08-04 2:04:13,2020-08-04 2:04:24,2020-08-04 2:05:09,2020-08-04 2:05:45
Encounter:141652,User:474778,2020-08-05 18:18:51,2020-08-05 19:21:22,ios,2020-08-05 18:37:46,2020-08-05 18:39:04,2020-08-05 18:42:06,2020-08-05 18:44:26
Encounter:142097,User:474949,2020-08-09 3:10:29,2020-08-09 3:55:12,web,2020-08-09 3:33:57,2020-08-09 3:39:02,2020-08-09 3:39:47,2020-08-09 3:40:14
Encounter:142288,User:475025,2020-08-10 17:35:55,2020-08-10 18:52:00,web,2020-08-10 17:58:44,2020-08-10 17:59:40,2020-08-10 18:00:57,2020-08-10 18:01:42
Encounter:142509,User:475130,2020-08-12 0:55:39,2020-08-12 1:57:37,web,2020-08-12 1:36:08,2020-08-12 1:37:17,2020-08-12 1:38:37,2020-08-12 1:39:58
Encounter:142686,User:474913,2020-08-13 0:49:30,2020-08-13 2:36:53,web,2020-08-13 1:58:58,2020-08-13 2:02:30,2020-08-13 2:04:55,2020-08-13 2:09:08
Encounter:142790,User:475252,2020-08-13 16:49:58,2020-08-13 18:08:55,web,2020-08-13 17:15:36,2020-08-13 17:15:53,2020-08-13 17:25:16,2020-08-13 17:25:53
Encounter:144257,User:475864,2020-08-22 3:03:21,2020-08-22 3:59:06,web,2020-08-22 3:29:27,2020-08-22 3:34:27,2020-08-22 3:41:56,2020-08-22 3:42:45
Encounter:144843,User:475474,2020-08-25 19:38:02,2020-08-25 21:41:35,web,2020-08-25 20:07:12,2020-08-25 20:07:38,2020-08-25 20:08:21,2020-08-25 20:09:11
Encounter:145763,User:476464,2020-08-30 13:59:50,2020-08-30 18:08:32,web,2020-08-30 15:45:57,2020-08-30 15:46:28,2020-08-30 15:50:21,2020-08-30 15:53:24
Encounter:147804,User:477482,2020-09-09 20:52:22,2020-09-09 22:04:18,web,2020-09-09 21:39:19,2020-09-09 21:39:39,2020-09-09 21:41:53,2020-09-09 21:43:09
Encounter:148649,User:477867,2020-09-14 11:15:59,2020-09-14 18:49:45,web,2020-09-14 15:56:26,2020-09-14 15:57:45,2020-09-14 15:58:10,2020-09-14 15:58:51
Encounter:151985,User:479348,2020-10-06 21:04:56,2020-10-06 23:10:36,web,2020-10-06 22:31:02,2020-10-06 22:31:47,2020-10-06 22:36:58,2020-10-06 22:38:38
Encounter:150532,User:478660,2020-09-26 23:56:39,2020-09-27 0:40:23,ios,2020-09-27 0:25:29,2020-09-27 0:19:34,2020-09-27 0:20:15,2020-09-27 0:22:07
Encounter:148232,User:477668,2020-09-11 22:31:47,2020-09-12 1:34:33,web,2020-09-12 1:13:09,2020-09-12 1:10:48,2020-09-12 1:15:22,2020-09-12 1:16:02
Encounter:141040,User:474508,2020-08-01 19:14:54,2020-08-01 21:33:24,web,2020-08-01 20:37:05,2020-08-01 20:37:19,2020-08-01 20:37:48,2020-08-01 20:38:34
Encounter:141040,User:474508,2020-08-01 19:14:54,2020-08-01 21:33:24,web,2020-08-01 20:37:05,2020-08-01 20:37:19,2020-08-01 20:37:48,2020-08-01 20:38:34
Encounter:141329,User:474626,2020-08-03 21:29:44,2020-08-04 1:33:28,ios,2020-08-03 23:34:27,2020-08-03 23:37:36,2020-08-03 23:40:06,2020-08-03 23:40:33
Encounter:141936,User:474888,2020-08-07 22:30:06,2020-08-07 23:47:07,web,2020-08-07 22:56:55,2020-08-07 22:57:47,2020-08-07 23:03:44,2020-08-07 23:04:17
Encounter:141936,User:474888,2020-08-07 22:30:06,2020-08-07 23:47:07,web,2020-08-07 22:56:55,2020-08-07 22:57:47,2020-08-07 23:03:44,2020-08-07 23:04:17
Encounter:143515,User:475574,2020-08-17 22:19:30,2020-08-17 23:34:55,web,2020-08-17 23:09:07,2020-08-17 23:09:32,2020-08-17 23:13:06,2020-08-17 23:15:30
Encounter:143515,User:475574,2020-08-17 22:19:30,2020-08-17 23:34:55,web,2020-08-17 23:09:07,2020-08-17 23:11:47,2020-08-17 23:11:01,2020-08-17 23:15:30
Encounter:143643,User:475623,2020-08-18 16:51:18,2020-08-18 18:15:28,web,2020-08-18 16:54:21,2020-08-18 16:54:36,2020-08-18 16:57:00,2020-08-18 16:58:21
Encounter:143720,User:475658,2020-08-19 1:56:01,2020-08-19 3:28:53,web,2020-08-19 2:46:47,2020-08-19 2:47:53,2020-08-19 2:49:57,2020-08-19 2:51:02
Encounter:144722,User:476080,2020-08-25 2:03:29,2020-08-25 3:16:33,web,2020-08-25 2:49:54,2020-08-25 2:50:04,2020-08-25 2:51:14,2020-08-25 2:52:03
Encounter:144814,User:476129,2020-08-25 16:16:59,2020-08-25 18:16:58,web,2020-08-25 17:02:15,2020-08-25 17:02:30,2020-08-25 17:07:05,2020-08-25 17:07:48
Encounter:145443,User:476417,2020-08-28 17:02:36,2020-08-28 20:07:08,ios,2020-08-28 19:17:14,2020-08-28 19:17:21,2020-08-28 19:18:10,2020-08-28 19:18:49
Encounter:146458,User:476854,2020-09-02 22:46:03,2020-09-02 23:50:44,web,2020-09-02 23:16:43,2020-09-02 23:11:53,2020-09-02 23:17:46,2020-09-02 23:19:21
Encounter:146458,User:476854,2020-09-02 22:46:03,2020-09-02 23:50:44,web,2020-09-02 23:11:43,2020-09-02 23:16:55,2020-09-02 23:17:46,2020-09-02 23:19:21
Encounter:146458,User:476854,2020-09-02 22:46:03,2020-09-02 23:50:44,web,2020-09-02 23:11:43,2020-09-02 23:16:55,2020-09-02 23:17:46,2020-09-02 23:19:21
Encounter:146559,User:476906,2020-09-03 11:22:24,2020-09-04 0:09:45,web,2020-09-03 12:08:52,2020-09-03 12:09:13,2020-09-03 12:12:09,2020-09-03 12:12:26
Encounter:147993,User:477575,2020-09-10 14:48:57,2020-09-10 18:07:25,web,2020-09-10 15:46:29,2020-09-10 15:48:09,2020-09-10 15:48:59,2020-09-10 15:50:11
Encounter:148093,User:477614,2020-09-11 1:54:49,2020-09-11 3:02:52,web,2020-09-11 2:43:10,2020-09-11 2:45:36,2020-09-11 2:46:23,2020-09-11 2:47:46
Encounter:148520,User:477805,2020-09-13 17:33:19,2020-09-13 18:35:24,web,2020-09-13 18:02:16,2020-09-13 18:02:21,2020-09-13 18:03:55,2020-09-13 18:04:48
Encounter:150737,User:478735,2020-09-28 14:32:41,2020-09-28 17:38:06,web,2020-09-28 15:03:00,2020-09-28 15:03:34,2020-09-28 15:05:02,2020-09-28 15:06:33
Encounter:149055,User:478059,2020-09-16 19:14:34,2020-09-16 23:05:33,web,2020-09-16 22:54:15,2020-09-16 22:55:07,2020-09-16 22:55:49,2020-09-16 22:58:18
Encounter:150105,User:478481,2020-09-23 23:41:50,2020-09-24 2:01:18,web,2020-09-24 1:12:15,2020-09-24 1:12:47,2020-09-24 1:13:09,2020-09-24 1:14:33
Encounter:142524,User:474939,2020-08-12 3:21:39,2020-08-12 4:32:04,ios,2020-08-12 4:11:48,2020-08-12 4:11:50,2020-08-12 4:12:16,2020-08-12 4:12:49
Encounter:142826,User:475261,2020-08-13 20:02:07,2020-08-13 21:51:10,web,2020-08-13 20:43:26,2020-08-13 20:45:31,2020-08-13 20:46:37,2020-08-13 20:47:49
Encounter:143853,User:475712,2020-08-19 19:00:14,2020-08-19 20:23:22,web,2020-08-19 20:00:03,2020-08-19 20:00:29,2020-08-19 20:00:59,2020-08-19 20:02:02
Encounter:143999,User:475775,2020-08-20 18:27:06,2020-08-21 0:54:44,web,2020-08-20 19:57:37,2020-08-20 19:57:51,2020-08-20 19:58:15,2020-08-20 19:59:32
Encounter:145158,User:476284,2020-08-26 22:55:13,2020-08-27 0:18:10,web,2020-08-26 23:48:00,2020-08-26 23:48:12,2020-08-26 23:51:53,2020-08-26 23:53:34
Encounter:146811,User:477024,2020-09-04 22:48:50,2020-09-05 1:24:07,web,2020-09-04 23:36:48,2020-09-04 23:37:03,2020-09-04 23:38:50,2020-09-05 0:28:19
Encounter:148115,User:477618,2020-09-11 4:08:50,2020-09-11 21:09:03,web,2020-09-11 13:17:27,2020-09-11 13:17:50,2020-09-11 13:18:16,2020-09-11 13:19:01
Encounter:148741,User:477903,2020-09-14 21:39:00,2020-09-14 22:58:52,web,2020-09-14 22:12:14,2020-09-14 22:12:25,2020-09-14 22:14:21,2020-09-14 22:20:20
Encounter:148921,User:478004,2020-09-15 23:08:30,2020-09-16 1:46:17,web,2020-09-15 23:57:01,2020-09-15 23:57:51,2020-09-16 0:03:14,2020-09-16 0:06:31
Encounter:148937,User:478013,2020-09-16 1:05:05,2020-09-16 3:41:56,ios,2020-09-16 2:42:18,2020-09-16 2:42:32,2020-09-16 2:44:36,2020-09-16 2:47:16
Encounter:151534,User:479110,2020-10-04 2:24:37,2020-10-04 4:49:48,web,2020-10-04 3:53:34,2020-10-04 3:58:49,2020-10-04 4:00:59,2020-10-04 4:01:31
Encounter:151269,User:478947,2020-10-02 1:43:08,2020-10-02 4:21:30,ios,2020-10-02 2:22:14,2020-10-02 2:24:44,2020-10-02 3:08:18,2020-10-02 3:10:55
Encounter:144975,User:476197,2020-08-26 3:59:58,2020-08-26 18:02:22,ios,2020-08-26 5:00:28,2020-08-26 5:01:02,2020-08-26 4:59:14,2020-08-26 5:04:34
Encounter:148232,User:477668,2020-09-11 22:31:47,2020-09-12 1:34:33,web,2020-09-12 1:13:09,2020-09-12 1:13:25,2020-09-12 1:15:22,2020-09-12 1:16:02
Encounter:150103,User:478480,2020-09-23 23:32:27,2020-09-24 0:54:03,web,2020-09-24 0:24:39,2020-09-24 0:25:18,2020-09-24 0:26:30,2020-09-24 0:28:08
Encounter:150227,User:478535,2020-09-24 21:08:48,2020-09-24 23:23:42,web,2020-09-24 22:17:54,2020-09-24 22:18:14,2020-09-24 22:19:56,2020-09-24 22:20:50
Encounter:149657,User:478319,2020-09-20 21:46:08,2020-09-20 23:35:31,web,2020-09-20 22:43:56,2020-09-20 22:44:10,2020-09-20 22:45:56,2020-09-20 22:46:43
Encounter:140747,User:474392,2020-07-30 17:28:28,2020-07-30 18:11:15,web,2020-07-30 17:40:49,2020-07-30 17:41:36,2020-07-30 17:42:44,2020-07-30 17:43:35
Encounter:142277,User:475018,2020-08-10 15:28:05,2020-08-10 17:44:58,ios,2020-08-10 16:30:03,2020-08-10 16:30:42,2020-08-10 16:32:10,2020-08-10 16:34:34
Encounter:142324,User:475040,2020-08-10 23:20:54,2020-08-11 0:31:38,ios,2020-08-11 0:08:25,2020-08-11 0:08:42,2020-08-11 0:09:06,2020-08-11 0:09:40
Encounter:142953,User:475327,2020-08-14 17:13:52,2020-08-14 19:05:44,ios,2020-08-14 18:27:54,2020-08-14 18:28:01,2020-08-14 18:33:05,2020-08-14 18:34:35
Encounter:142996,User:475138,2020-08-14 22:06:39,2020-08-14 23:35:23,web,2020-08-14 22:41:43,2020-08-14 22:42:01,2020-08-14 22:42:54,2020-08-14 22:43:49
Encounter:143129,User:475405,2020-08-15 19:09:14,2020-08-15 21:47:18,web,2020-08-15 20:53:38,2020-08-15 20:53:50,2020-08-15 20:54:40,2020-08-15 20:55:12
Encounter:143490,User:475565,2020-08-17 20:20:33,2020-08-17 21:33:35,web,2020-08-17 21:05:58,2020-08-17 21:06:43,2020-08-17 21:07:58,2020-08-17 21:09:21
Encounter:143515,User:475574,2020-08-17 22:19:30,2020-08-17 23:34:55,web,2020-08-17 23:11:40,2020-08-17 23:09:32,2020-08-17 23:11:01,2020-08-17 23:15:30
Encounter:143889,User:475720,2020-08-19 22:01:53,2020-08-19 23:28:55,web,2020-08-19 22:56:32,2020-08-19 22:57:21,2020-08-19 23:00:59,2020-08-19 23:02:25
Encounter:144936,User:476179,2020-08-26 2:01:47,2020-08-26 3:57:59,web,2020-08-26 2:54:29,2020-08-26 2:54:38,2020-08-26 2:55:33,2020-08-26 3:04:29
Encounter:146303,User:476792,2020-09-02 2:05:13,2020-09-02 3:20:13,web,2020-09-02 2:48:00,2020-09-02 2:48:27,2020-09-02 2:50:03,2020-09-02 2:52:12
Encounter:146397,User:476836,2020-09-02 16:32:27,2020-09-02 18:49:09,ios,2020-09-02 18:05:00,2020-09-02 18:06:48,2020-09-02 18:07:34,2020-09-02 18:08:41
Encounter:146660,User:476948,2020-09-03 23:28:45,2020-09-04 2:39:31,web,2020-09-04 1:51:46,2020-09-04 1:51:58,2020-09-04 1:54:33,2020-09-04 1:56:30
